time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
12.548041,-0.0382,-0.0475,0.1620,0.17
12.562101,-0.0696,-0.0930,0.1609,0.20
12.576570,-0.0842,-0.1098,0.1501,0.20
12.576993,-0.0645,-0.1097,0.1329,0.18
12.590926,-0.0303,-0.1096,0.0915,0.15
12.605174,0.0101,-0.0805,0.0546,0.10
12.606941,0.0425,-0.0874,0.0310,0.10
12.621336,0.0556,-0.0609,0.0167,0.08
12.637396,0.0723,0.0304,-0.0147,0.08
12.639456,0.0587,0.0425,-0.0436,0.08
12.653408,0.0735,0.0378,-0.0794,0.11
12.655134,0.0641,0.0186,-0.1030,0.12
12.670703,0.0306,0.0090,-0.1262,0.13
12.679160,0.0421,-0.0007,-0.1559,0.16
12.687627,0.0036,-0.0127,-0.1672,0.17
12.695158,0.0080,-0.0056,-0.1825,0.18
12.711444,-0.0115,0.0064,-0.1418,0.14
12.720205,-0.0142,-0.0271,-0.1242,0.13
12.727422,-0.0241,-0.0295,-0.0969,0.10
12.736892,-0.0459,-0.0510,-0.0599,0.09
12.753400,-0.0438,-0.0269,0.0216,0.06
12.759507,-0.0847,-0.0556,0.0874,0.13
12.770457,-0.1088,-0.0603,0.1195,0.17
12.775748,-0.1736,-0.0746,0.1562,0.25
12.786821,-0.2095,-0.0961,0.1611,0.28
12.807490,-0.2413,-0.0574,0.0612,0.26
12.807978,-0.2130,-0.0665,-0.0005,0.22
12.821208,-0.1459,-0.0731,-0.0596,0.17
12.837650,0.0082,-0.0551,-0.1177,0.13
12.839887,0.0611,-0.0593,-0.1332,0.16
12.866655,0.1208,-0.0300,-0.0957,0.16
12.881710,0.2184,0.0572,-0.0975,0.25
12.896246,0.2778,0.0261,-0.1381,0.31
12.896681,0.2620,-0.0077,-0.1399,0.30
12.910714,0.2501,-0.0416,-0.1440,0.29
12.925026,0.2250,-0.0931,-0.1022,0.26
12.928174,0.1883,-0.1200,-0.1117,0.25
12.939797,0.1734,-0.1087,-0.0786,0.22
12.954067,0.1031,-0.0644,-0.0428,0.13
12.960358,0.0697,-0.0170,-0.0543,0.09
12.970278,0.0390,-0.0031,-0.0473,0.06
12.986734,-0.0141,0.0514,-0.0576,0.08
12.992597,-0.0461,0.0224,-0.0580,0.08
13.003592,-0.0830,0.0461,-0.0729,0.12
13.008601,-0.1531,0.0651,-0.0829,0.19
13.019829,-0.1631,0.0674,-0.1069,0.21
13.036601,-0.1728,0.0459,-0.0870,0.20
13.040694,-0.1772,0.0461,-0.0668,0.19
13.053391,-0.0810,0.0151,-0.0433,0.09
13.056810,-0.1572,-0.0158,0.0147,0.16
13.070240,-0.1264,-0.0373,0.0467,0.14
13.086922,-0.0580,-0.0703,0.0939,0.13
13.089033,-0.0431,-0.0701,0.1786,0.20
13.103301,-0.0396,-0.0339,0.2055,0.21
13.119826,-0.0537,-0.0236,0.2498,0.26
13.120859,-0.0519,-0.0399,0.2571,0.27
13.128768,-0.0353,-0.0921,0.2685,0.29
13.143701,0.0101,-0.1346,0.2593,0.29
13.153472,0.0822,-0.1718,0.1978,0.27
13.160792,0.1303,-0.1713,0.1792,0.28
13.171012,0.1806,-0.1564,0.1264,0.27
13.177205,0.2308,-0.1392,0.0541,0.27
13.198268,0.3310,-0.0766,-0.0043,0.34
13.198727,0.3734,-0.0308,-0.0659,0.38
13.212848,0.4173,0.0028,-0.1181,0.43
13.227173,0.4340,0.0716,-0.1674,0.47
13.227662,0.4373,0.0802,-0.1543,0.47
13.241643,0.4195,0.1076,-0.2144,0.48
13.255885,0.3649,0.0873,-0.2399,0.45
13.257381,0.3123,0.0780,-0.2645,0.42
13.270189,0.2763,0.0304,-0.2681,0.39
13.287315,0.1736,0.0192,-0.2295,0.29
13.289757,0.1366,-0.0065,-0.1581,0.21
13.303227,0.0866,-0.0295,-0.1150,0.15
13.319558,-0.0334,-0.0795,0.0363,0.09
13.321656,-0.1010,-0.1088,0.0937,0.18
13.336366,-0.1365,-0.0446,0.1405,0.20
13.337639,-0.1691,-0.0520,0.1671,0.24
13.352808,-0.1604,-0.0618,0.2071,0.27
13.361828,-0.1048,-0.1407,0.2464,0.30
13.369912,-0.0823,-0.1524,0.2647,0.32
13.377676,-0.0450,-0.1522,0.2533,0.30
13.393871,0.0078,-0.0774,0.1536,0.17
13.403208,0.0063,-0.0605,0.0942,0.11
13.409853,0.0092,-0.0054,0.0107,0.02
13.419555,0.0310,0.0090,-0.0387,0.05
13.436481,0.0524,0.0136,-0.1187,0.13
13.442253,0.0593,0.0135,-0.1085,0.12
13.452800,0.0394,-0.0226,-0.0907,0.10
13.458239,-0.0262,-0.0228,-0.0891,0.10
13.469508,-0.0777,-0.0398,-0.0825,0.12
13.487412,-0.1587,-0.0595,-0.0728,0.18
13.490222,-0.2044,-0.0595,-0.0817,0.23
13.504207,-0.2110,-0.0545,-0.1000,0.24
13.530647,-0.1905,-0.0369,-0.1167,0.23
13.545201,-0.0528,-0.0636,-0.0769,0.11
13.560036,-0.0073,-0.0247,-0.0769,0.08
13.574250,0.0801,-0.0047,-0.0073,0.08
13.574702,0.0786,-0.0236,0.0240,0.09
13.588676,0.0643,-0.0163,0.0821,0.11
13.594561,0.0159,-0.0308,0.0629,0.07
13.603355,-0.0181,-0.0405,0.0267,0.05
13.610637,-0.0453,-0.0382,0.0311,0.07
13.627090,-0.0678,-0.0528,0.0271,0.09
13.635929,-0.0726,-0.0575,-0.0025,0.09
13.642871,-0.0604,-0.0742,0.0035,0.10
13.652587,-0.0382,-0.0789,-0.0145,0.09
13.669163,0.0734,-0.0594,-0.0171,0.10
13.674918,0.1172,-0.0376,-0.0470,0.13
13.686502,0.1586,-0.0303,-0.0264,0.16
13.691396,0.1733,-0.0230,-0.0249,0.18
13.702974,0.1903,-0.0157,0.0126,0.19
13.719471,0.1627,0.0127,0.0232,0.16
13.723151,0.1064,-0.0186,0.0319,0.11
13.735705,0.0738,-0.0286,0.0455,0.09
13.752656,-0.0224,-0.0866,0.0118,0.09
13.755179,-0.0571,-0.0821,0.0195,0.10
13.769310,-0.1035,-0.0751,0.0029,0.13
13.771117,-0.1305,-0.0968,0.0100,0.16
13.786454,-0.1233,-0.0801,-0.0140,0.15
13.802898,-0.0908,-0.0582,-0.0185,0.11
13.811840,-0.0443,-0.0388,-0.0087,0.06
13.812408,-0.0309,-0.0481,-0.0131,0.06
13.821972,0.0207,-0.0406,-0.0079,0.05
13.843747,0.0487,-0.0498,-0.0329,0.08
13.845350,0.0802,-0.0640,-0.0273,0.11
13.857041,0.0780,-0.0759,-0.0458,0.12
13.875676,0.0613,-0.1286,0.0033,0.14
13.876166,0.0539,-0.1239,0.0517,0.14
13.908590,0.0439,-0.1096,0.0520,0.13
13.922996,-0.0050,-0.0045,0.0313,0.03
13.937204,-0.0315,0.0314,-0.0039,0.04
13.951550,-0.0674,0.0505,-0.0700,0.11
13.951984,-0.0625,0.0337,-0.0988,0.12
13.965544,-0.0716,0.0434,-0.1370,0.16
13.980311,-0.0126,-0.0090,-0.2161,0.22
13.980747,0.0219,0.0056,-0.2323,0.23
13.994465,0.0875,-0.0181,-0.2041,0.22
14.008613,0.0976,0.0108,-0.1916,0.22
14.009042,0.1145,0.0180,-0.1901,0.22
14.022873,0.1189,-0.0179,-0.1425,0.19
14.037216,0.0310,-0.0517,-0.0486,0.08
14.044990,-0.0907,-0.0736,0.1052,0.16
14.053351,-0.1348,-0.0786,0.1600,0.22
14.060472,-0.1572,-0.0812,0.2266,0.29
14.069205,-0.1861,-0.1004,0.2512,0.33
14.085540,-0.1919,-0.1048,0.2533,0.33
14.092392,-0.1685,-0.0948,0.2187,0.29
14.102047,-0.1325,-0.0919,0.1856,0.25
14.119044,-0.0577,-0.0787,0.0823,0.13
14.124744,-0.0124,-0.0615,0.0319,0.07
14.135741,0.0087,-0.0419,-0.0326,0.05
14.140928,0.0436,-0.0081,-0.0632,0.08
14.152132,0.0401,0.0257,-0.1052,0.12
14.168886,0.0775,0.0643,-0.1372,0.17
14.179624,0.0639,0.0597,-0.1487,0.17
14.188005,0.1004,0.0287,-0.1399,0.17
14.188951,0.1177,0.0289,-0.1256,0.17
14.206545,0.1206,-0.0285,-0.1155,0.17
14.232205,0.1542,-0.0523,-0.0344,0.17
14.246278,0.1125,-0.0693,0.0660,0.15
14.260799,0.0488,-0.0648,0.1010,0.13
14.275686,-0.0072,-0.0482,0.0687,0.08
14.277089,-0.0097,-0.0578,0.0469,0.08
14.289967,0.0122,-0.0554,0.0345,0.07
14.293141,0.0055,-0.0576,0.0363,0.07
14.304282,0.0351,-0.0718,0.0474,0.09
14.318681,0.0846,-0.0667,0.0090,0.11
14.325510,0.1117,-0.0545,-0.0522,0.13
14.335831,0.1148,-0.0113,-0.0656,0.13
14.351615,0.1103,0.0175,-0.1222,0.17
14.357322,0.0814,0.0318,-0.1366,0.16
14.368584,0.1049,0.0198,-0.1144,0.16
14.373419,0.0940,0.0003,-0.0934,0.13
14.384936,0.0829,-0.0096,-0.0697,0.11
14.402346,0.0656,-0.0294,-0.0097,0.07
14.405470,0.0597,-0.0368,-0.0004,0.07
14.418301,0.0613,-0.0801,0.0466,0.11
14.435219,0.0054,-0.0707,0.0097,0.07
14.437930,0.0007,-0.0563,-0.0147,0.06
14.452156,0.0324,-0.0394,-0.0420,0.07
14.453791,0.0473,-0.0441,-0.0790,0.10
14.468478,0.0648,-0.0631,-0.1014,0.14
14.484796,0.1167,-0.0914,-0.0457,0.16
14.485922,0.1222,-0.0961,-0.0584,0.17
14.493887,0.1442,-0.0649,-0.0522,0.17
14.510057,0.0992,-0.0504,-0.0287,0.11
14.518473,0.0296,-0.0002,-0.0306,0.04
14.529950,-0.0327,-0.0169,-0.0349,0.05
14.550712,-0.0588,-0.0217,-0.0222,0.07
14.551400,-0.1016,-0.0504,-0.0478,0.12
14.566984,-0.1480,-0.0932,-0.0148,0.18
14.567589,-0.1491,-0.0833,-0.0066,0.17
14.581617,-0.1473,-0.0997,0.0232,0.18
14.582670,-0.1427,-0.0968,0.0362,0.18
14.597911,-0.1211,-0.0603,0.0347,0.14
14.612553,-0.0816,-0.0159,-0.0174,0.08
14.627111,-0.0571,0.0063,-0.0463,0.07
14.627626,-0.0325,-0.0122,-0.0896,0.10
14.641309,0.0015,-0.0260,-0.0992,0.10
14.655672,0.0887,-0.0846,-0.1167,0.17
14.656138,0.1125,-0.0960,-0.1463,0.21
14.669796,0.1286,-0.0238,-0.1179,0.18
14.685267,0.1039,0.0508,-0.0573,0.13
14.686769,0.0322,0.0436,-0.0182,0.06
14.702007,-0.0513,0.0197,0.0085,0.06
14.702777,-0.1234,-0.0354,0.0067,0.13
14.718294,-0.2101,-0.0666,0.0024,0.22
14.726799,-0.2624,-0.1048,-0.0348,0.28
14.735112,-0.2679,-0.0877,-0.0364,0.28
14.742798,-0.2485,-0.0464,0.0051,0.25
14.759085,-0.0976,0.0318,0.0161,0.10
14.768035,0.0115,-0.0009,0.0433,0.04
14.774852,0.1177,0.0070,0.0444,0.13
14.784670,0.1636,-0.0139,0.0339,0.17
14.801308,0.2103,-0.0035,0.0441,0.21
14.807133,0.2163,0.0279,0.0455,0.22
14.818004,0.1854,0.0447,0.0778,0.21
14.823403,0.1615,0.0351,0.1218,0.21
14.835027,0.1397,0.0016,0.1465,0.20
14.851611,0.1223,-0.0943,0.1655,0.23
14.855792,0.1224,-0.1374,0.1599,0.24
14.867952,0.1014,-0.1397,0.1506,0.23
14.884529,0.0249,-0.0985,0.1557,0.19
14.887462,0.0125,-0.0981,0.1848,0.21
14.901535,-0.0260,-0.0977,0.2204,0.24
14.903992,-0.0882,-0.0900,0.2292,0.26
14.919489,-0.1336,-0.0560,0.1972,0.24
14.935482,-0.1710,-0.0022,0.0542,0.18
14.935984,-0.1320,0.0295,0.0037,0.14
14.947658,-0.0713,0.0182,-0.0820,0.11
14.963630,0.0376,-0.0002,-0.1309,0.14
14.964103,0.1253,-0.0066,-0.1790,0.22
14.984564,0.2417,-0.0034,-0.2288,0.33
14.984990,0.3335,-0.0003,-0.2367,0.41
14.998562,0.4497,0.0479,-0.2012,0.49
15.013108,0.4685,0.0473,-0.1820,0.50
15.013539,0.4656,0.0630,-0.1741,0.50
15.027422,0.4271,0.0662,-0.1774,0.47
15.041963,0.2321,-0.0046,-0.1405,0.27
15.042399,0.1211,-0.0326,-0.1128,0.17
15.056062,-0.0146,-0.0843,-0.0927,0.13
15.070665,-0.2087,-0.1170,-0.0445,0.24
15.072374,-0.2510,-0.1269,-0.0237,0.28
15.085130,-0.2610,-0.0887,0.0012,0.28
15.101137,-0.1655,-0.0667,-0.0250,0.18
15.104551,-0.1058,-0.0446,-0.0066,0.12
15.118215,-0.0290,-0.0465,-0.0074,0.06
15.134067,0.0667,0.0168,0.0438,0.08
15.136468,0.0657,0.0387,0.0431,0.09
15.151357,0.0928,0.0460,-0.0150,0.10
15.152635,0.0881,0.0676,-0.0512,0.12
15.167562,0.0491,0.0411,-0.0483,0.08
15.176650,0.0035,-0.0552,-0.0576,0.08
15.184970,-0.0098,-0.0938,-0.0317,0.10
15.192767,-0.0206,-0.0917,-0.0008,0.09
15.208611,-0.0542,-0.0778,0.0314,0.10
15.217803,-0.0694,-0.0947,0.0565,0.13
15.224731,-0.1055,-0.0948,0.0814,0.16
15.235618,-0.1127,-0.0708,0.0892,0.16
15.255754,-0.1209,-0.0370,0.1130,0.17
15.256799,-0.1075,-0.0271,0.1385,0.18
15.268825,-0.1036,-0.0172,0.1469,0.18
15.276490,-0.0923,-0.0240,0.1523,0.18
15.293882,-0.0785,-0.0332,0.1433,0.17
15.294410,-0.0792,-0.0568,0.1150,0.15
15.308210,-0.0703,-0.0421,0.0605,0.10
15.322453,-0.0171,-0.0463,0.0385,0.06
15.322895,-0.0110,-0.0675,0.0421,0.08
15.336677,0.0020,-0.0482,0.0194,0.05
15.350930,0.0133,-0.0885,0.0150,0.09
15.353040,0.0114,-0.0765,0.0257,0.08
15.367105,-0.0361,-0.0692,0.0074,0.08
15.383710,-0.1050,-0.0476,-0.0178,0.12
15.385209,-0.1304,-0.0235,-0.0244,0.13
15.400501,-0.1436,-0.0088,-0.0594,0.16
15.409317,-0.1064,0.0063,-0.0509,0.12
15.417620,-0.1065,-0.0076,-0.0290,0.11
15.425434,-0.0667,-0.0192,-0.0119,0.07
15.434528,-0.0221,-0.0189,-0.0134,0.03
15.451397,0.0114,-0.0207,-0.0188,0.03
15.457394,0.0268,-0.0325,-0.0252,0.05
15.467615,0.0371,-0.0395,-0.0483,0.07
15.473688,0.0280,-0.0681,-0.0285,0.08
15.483959,0.0311,-0.0703,-0.0399,0.09
15.500342,0.0806,-0.0436,-0.0605,0.11
15.505923,0.0980,-0.0363,-0.0623,0.12
15.517350,0.1130,-0.0194,-0.0376,0.12
15.533508,0.1495,-0.0169,0.0046,0.15
15.537817,0.1467,-0.0409,0.0146,0.15
15.550522,0.1149,-0.0626,0.0150,0.13
15.554072,0.0876,-0.0532,-0.0018,0.10
15.567165,0.0435,-0.0367,-0.0191,0.06
15.583564,0.0086,-0.0226,-0.0279,0.04
15.586113,0.0130,-0.0084,-0.0430,0.05
15.603710,0.0249,-0.0371,-0.0481,0.07
15.604152,0.0320,-0.0539,-0.0338,0.07
15.617458,0.0247,-0.0755,-0.0217,0.08
15.626155,-0.0138,-0.0133,-0.0024,0.02
15.635289,-0.0283,-0.0013,-0.0144,0.03
15.644490,-0.0427,0.0106,-0.0240,0.05
15.661262,-0.0594,0.0202,-0.0287,0.07
15.675930,-0.0085,-0.0371,0.0026,0.04
15.676360,0.0183,-0.0633,-0.0138,0.07
15.690509,0.0380,-0.0728,-0.0301,0.09
15.704742,0.0654,-0.0390,0.0280,0.08
15.706415,0.0945,-0.0413,0.0067,0.10
15.718914,0.0876,-0.0341,0.0094,0.09
15.722508,0.0900,-0.0125,0.0265,0.09
15.733944,0.0970,-0.0030,0.0317,0.10
15.750205,0.1009,-0.0199,0.0203,0.10
15.754705,0.1119,-0.0369,0.0275,0.12
15.766949,0.1275,-0.0491,0.0344,0.14
15.783333,0.1489,-0.0377,0.0578,0.16
15.786892,0.1258,-0.0261,0.0983,0.16
15.800268,0.0931,-0.0456,0.0717,0.13
15.802945,0.0531,-0.0388,0.0641,0.09
15.817054,0.0130,-0.0583,0.0680,0.09
15.833056,-0.0977,-0.0685,0.0275,0.12
15.835052,-0.1349,-0.0569,0.0039,0.15
15.850894,-0.1333,-0.0786,0.0013,0.15
15.858963,-0.1212,-0.0763,-0.0500,0.15
15.867631,-0.1106,-0.0521,-0.0718,0.14
15.875207,-0.0660,-0.0135,-0.1004,0.12
15.883713,-0.0141,0.0227,-0.1073,0.11
15.900137,0.0343,0.0353,-0.1240,0.13
15.907305,0.0787,0.0523,-0.1361,0.17
15.916687,0.1010,0.0429,-0.1306,0.17
15.923154,0.1056,0.0070,-0.1315,0.17
15.933169,0.0714,-0.0003,-0.1103,0.13
15.951727,-0.0267,-0.0223,-0.0768,0.08
15.955641,-0.0808,-0.0274,-0.0529,0.10
15.968537,-0.1324,-0.0612,-0.0192,0.15
15.996173,-0.1747,-0.1141,0.0607,0.22
16.010605,-0.1558,-0.0968,0.1327,0.23
16.025021,-0.1061,-0.0868,0.1197,0.18
16.039361,-0.0200,-0.1122,0.1319,0.17
16.039776,0.0254,-0.1045,0.1188,0.16
16.053717,0.0588,-0.0633,0.1000,0.13
16.067887,0.0670,-0.0195,0.0518,0.09
16.068322,0.0729,0.0070,0.0299,0.08
16.076288,0.0617,0.0143,0.0034,0.06
16.092179,0.0696,0.0001,-0.1017,0.12
16.100597,0.0627,-0.0358,-0.1085,0.13
16.108270,0.0605,-0.0070,-0.1239,0.14
16.116865,0.0655,0.0002,-0.1439,0.16
16.133111,0.0827,0.0266,-0.1440,0.17
16.140295,0.0855,0.0003,-0.0931,0.13
16.150504,0.0572,-0.0163,-0.0633,0.09
16.156646,0.0408,-0.0521,0.0098,0.07
16.167161,-0.0045,-0.0808,0.0496,0.09
16.183085,-0.0541,-0.0950,0.0703,0.13
16.188646,-0.0512,-0.0901,0.0605,0.12
16.199622,-0.0480,-0.0612,0.0239,0.08
16.216648,0.0405,-0.0392,-0.0161,0.06
16.220412,0.0756,-0.0197,-0.0047,0.08
16.232963,0.1131,-0.0289,-0.0029,0.12
16.236609,0.1529,-0.0071,-0.0012,0.15
16.249821,0.1560,0.0002,0.0150,0.16
16.266843,0.0887,-0.0166,0.0330,0.10
16.275946,0.0114,-0.0359,0.0157,0.04
16.284268,-0.0347,-0.0648,0.0151,0.08
16.300370,-0.0955,-0.1248,-0.0008,0.16
16.300832,-0.1338,-0.1081,0.0370,0.18
16.309033,-0.1215,-0.0889,0.0318,0.15
16.325763,-0.0894,-0.0886,0.0603,0.14
16.326323,-0.0903,-0.0835,0.0694,0.14
16.340127,-0.0358,-0.0568,0.0829,0.11
16.355219,0.0548,-0.0511,0.0486,0.09
16.357078,0.1076,-0.0770,0.0174,0.13
16.369701,0.1341,-0.0477,0.0024,0.14
16.384303,0.2346,-0.0037,-0.0744,0.25
16.389050,0.2747,0.0086,-0.1213,0.30
16.399758,0.3041,0.0110,-0.1704,0.35
16.416436,0.3492,0.0008,-0.2199,0.41
16.421106,0.3458,0.0073,-0.2271,0.41
16.432929,0.3484,0.0087,-0.2043,0.40
16.437305,0.3139,0.0195,-0.1733,0.36
16.449744,0.3074,0.0277,-0.1396,0.34
16.466721,0.2196,0.0081,-0.0795,0.23
16.469633,0.1487,-0.0028,-0.0391,0.15
16.483389,0.0836,-0.0422,0.0268,0.10
16.499644,-0.0480,-0.0629,0.0996,0.13
16.501486,-0.0907,-0.0825,0.0897,0.15
16.516325,-0.1064,-0.0804,0.1226,0.18
16.517747,-0.1358,-0.0566,0.1455,0.21
16.533714,-0.1668,-0.0566,0.1926,0.26
16.541495,-0.1347,-0.0517,0.1969,0.24
16.550074,-0.1283,-0.0275,0.1599,0.21
16.557758,-0.1096,-0.0343,0.1175,0.16
16.566305,-0.1193,-0.0530,0.0700,0.15
16.582752,-0.0504,-0.0354,0.0434,0.08
16.589714,-0.0558,-0.0303,0.0382,0.07
16.599357,-0.0853,-0.0132,0.0337,0.09
16.615760,-0.0775,-0.0030,0.0210,0.08
16.621929,-0.0671,0.0043,0.0133,0.07
16.632696,-0.0472,-0.0171,-0.0013,0.05
16.638114,-0.0607,-0.0049,-0.0230,0.07
16.648881,-0.0453,0.0001,0.0179,0.05
16.666344,-0.0386,-0.0498,0.0422,0.08
16.680819,-0.0591,-0.0424,0.0350,0.08
16.681476,-0.0244,-0.0373,0.0324,0.06
16.689590,0.0320,-0.0346,0.0179,0.05
16.715350,0.0788,-0.0559,0.0277,0.10
16.715869,0.0946,-0.0412,0.0572,0.12
16.716314,0.1270,-0.0529,0.0722,0.16
16.729175,0.1493,-0.0599,0.0874,0.18
16.744348,0.1418,-0.0193,0.0610,0.16
16.758991,0.0846,-0.0198,0.0642,0.11
16.759526,0.0497,-0.0321,0.0559,0.08
16.773389,-0.0016,-0.0514,0.0762,0.09
16.787590,-0.0580,-0.0566,0.0780,0.11
16.790747,-0.0843,-0.0207,0.0282,0.09
16.801745,-0.1031,-0.0231,0.0069,0.11
16.807125,-0.1169,-0.0277,-0.0262,0.12
16.816586,-0.0964,-0.0395,-0.0426,0.11
16.832802,0.0001,-0.0221,-0.0787,0.08
16.839184,0.0353,-0.0433,-0.0765,0.09
16.849272,0.0893,-0.0310,-0.0668,0.12
16.865596,0.1057,-0.0186,-0.0172,0.11
16.871163,0.0916,-0.0065,-0.0016,0.09
16.882744,0.0820,-0.0185,0.0189,0.09
16.886876,0.0603,-0.0089,0.0202,0.06
16.899336,0.0168,0.0150,0.0093,0.02
16.915693,-0.0461,-0.0258,0.0643,0.08
16.919199,-0.0417,-0.0498,0.0677,0.09
16.932351,-0.0801,-0.0786,0.0804,0.14
16.948775,-0.0865,-0.1071,0.0855,0.16
16.951337,-0.0854,-0.1021,0.0607,0.15
16.965426,-0.0599,-0.0468,0.0357,0.08
16.967448,-0.0438,-0.0488,0.0225,0.07
16.982338,-0.0252,-0.0341,0.0092,0.04
16.991481,0.0621,-0.0381,-0.0173,0.07
16.999695,0.0828,-0.0450,-0.0161,0.10
17.007531,0.1082,-0.0423,-0.0627,0.13
17.023590,0.0673,-0.0659,-0.0502,0.11
17.033861,0.0846,-0.0514,-0.0650,0.12
17.046718,0.0660,-0.0560,-0.0844,0.12
17.056769,0.0524,-0.0487,-0.0966,0.12
17.057252,0.0722,-0.0677,-0.0705,0.12
17.072098,0.0705,-0.0676,-0.0637,0.12
17.093285,0.0698,-0.0505,-0.0528,0.10
17.093787,0.0564,-0.0216,-0.0345,0.07
17.114357,0.0693,-0.0142,-0.0378,0.08
17.114803,0.0725,0.0314,-0.0293,0.08
17.128508,0.0906,0.0173,-0.0484,0.10
17.129287,0.1150,-0.0042,-0.0806,0.14
17.142610,0.1246,-0.0066,-0.0913,0.15
17.156886,0.1340,-0.0425,-0.1185,0.18
17.157331,0.1240,-0.0690,-0.0998,0.17
17.171023,0.0923,-0.0595,-0.1143,0.16
17.186714,-0.0018,-0.0386,-0.0831,0.09
17.187196,-0.0293,-0.0340,-0.0553,0.07
17.201520,-0.0704,-0.0365,-0.0421,0.09
17.215939,-0.0943,-0.0388,0.0173,0.10
17.216443,-0.0699,-0.0172,0.0462,0.09
17.232827,-0.0214,-0.0314,0.0559,0.07
17.250894,0.0140,-0.0669,0.0700,0.10
17.251603,0.0148,-0.0787,0.0551,0.10
17.256394,-0.0036,-0.0690,0.0301,0.08
17.268030,-0.0006,-0.0378,-0.0049,0.04
17.285416,-0.0134,-0.0016,-0.0491,0.05
17.289819,0.0138,0.0249,-0.0793,0.08
17.309767,0.0434,0.0274,-0.0610,0.08
17.312067,0.1064,0.0132,-0.0827,0.14
17.337628,0.1405,-0.0225,-0.0185,0.14
17.360111,0.0937,-0.0084,0.0746,0.12
17.361972,0.0331,-0.0276,0.0851,0.10
17.381825,-0.0085,-0.0350,0.1146,0.12
17.383123,0.0106,-0.0709,0.0855,0.11
17.398600,0.0542,-0.0876,0.0693,0.12
17.422192,0.0857,-0.0732,0.0845,0.14
17.438230,0.1447,-0.0490,0.0646,0.17
17.445374,0.1665,0.0539,-0.0470,0.18
17.478161,0.1561,0.0608,-0.0728,0.18
17.497936,0.0385,-0.0433,-0.0113,0.06
17.498432,-0.0013,-0.0723,-0.0066,0.07
17.522181,-0.0587,-0.0895,0.0203,0.11
17.522822,-0.0691,-0.0801,0.0499,0.12
17.536397,-0.1232,-0.0541,0.0899,0.16
17.537682,-0.1378,-0.0445,0.1237,0.19
17.550982,-0.1522,-0.0421,0.1426,0.21
17.565880,-0.1530,-0.0754,0.1285,0.21
17.569561,-0.1276,-0.0823,0.1217,0.19
17.581399,-0.1306,-0.0796,0.1001,0.18
17.598214,-0.0928,-0.0979,0.0561,0.15
17.602761,-0.0618,-0.0760,0.0270,0.10
17.615084,-0.0261,-0.0540,-0.0067,0.06
17.617750,0.0142,-0.0297,-0.0259,0.04
17.631828,0.0399,0.0113,-0.0618,0.07
17.648557,0.0835,0.0357,-0.1454,0.17
17.649864,0.0894,0.0383,-0.1593,0.19
17.671428,0.1000,0.0505,-0.2108,0.24
17.672950,0.0959,0.0291,-0.1707,0.20
17.689702,0.0844,0.0172,-0.1369,0.16
17.695424,0.0558,-0.0043,-0.1072,0.12
17.705779,0.0083,-0.0209,-0.0798,0.08
17.719750,-0.0078,-0.0637,-0.0161,0.07
17.722224,0.0095,-0.0660,-0.0000,0.07
17.733381,0.0054,-0.0562,0.0305,0.06
17.738085,0.0205,-0.0656,0.0319,0.08
17.754083,0.1035,-0.0437,0.0533,0.12
17.764040,0.1164,-0.0387,0.0971,0.16
17.771453,0.1335,-0.0554,0.1356,0.20
17.781071,0.1024,-0.0745,0.1570,0.20
17.789746,0.0516,-0.0627,0.1682,0.19
17.807787,-0.0092,-0.0629,0.1622,0.17
17.808436,-0.0461,-0.0536,0.1292,0.15
17.825503,-0.0878,-0.0443,-0.0388,0.11
17.839829,-0.0398,-0.0444,-0.0775,0.10
17.853577,0.0017,-0.0347,-0.0674,0.08
17.854026,0.0313,-0.0394,-0.0378,0.06
17.867063,0.0226,-0.0009,-0.0367,0.04
17.867573,0.0498,0.0136,-0.0380,0.06
17.880865,0.0410,0.0305,-0.0799,0.09
17.897202,0.0468,0.0187,-0.0959,0.11
17.899059,0.0639,0.0188,-0.0817,0.11
17.915090,0.1072,-0.0243,-0.0710,0.13
17.922813,0.1118,-0.0147,-0.0866,0.14
17.931096,0.1353,-0.0028,-0.0587,0.15
17.938810,0.1321,0.0019,-0.0568,0.14
17.954833,0.0914,0.0254,0.0123,0.10
17.964405,0.0493,0.0180,0.0622,0.08
17.970905,0.0027,-0.0181,0.0835,0.09
17.986274,-0.0558,-0.0374,0.1263,0.14
17.992288,-0.0855,-0.0807,0.1665,0.20
18.003840,-0.1389,-0.1143,0.2016,0.27
18.019688,-0.1863,-0.1262,0.2468,0.33
18.020489,-0.2035,-0.1330,0.2870,0.38
18.033906,-0.2161,-0.1159,0.2584,0.36
18.053695,-0.1436,-0.1078,0.1619,0.24
18.055201,-0.0732,-0.1168,0.1116,0.18
18.078119,-0.0027,-0.0803,0.0109,0.08
18.092726,0.2147,-0.0237,-0.1799,0.28
18.115459,0.3173,0.0417,-0.2380,0.40
18.116990,0.3296,0.0728,-0.2376,0.41
18.134873,0.2540,0.1151,-0.1486,0.32
18.136985,0.1859,0.1240,-0.1325,0.26
18.154894,0.0982,0.0970,-0.1133,0.18
18.158921,0.0084,0.0795,-0.1200,0.14
18.160621,-0.0379,-0.0025,-0.1147,0.12
18.174357,-0.1123,-0.0412,-0.1116,0.16
